Name,Flow,Amount,Description (name),Description (flow)
COAL_IGCC_CC,CO2_E,0.086,Integrated Gasification Combined Cycle with Carbon Capture,CO2 emission (from nonconcentrated spot sources)
COAL_IGCC_CC,COAL,-2.58,Integrated Gasification Combined Cycle with Carbon Capture,Coal
COAL_IGCC_CC,ELECTRICITY_HV,1.0,Integrated Gasification Combined Cycle with Carbon Capture,Electricity (high voltage)
COAL_US,CO2_A,0.434,Coal Ultra-Supercritical,CO2 emission (from carbon-intensive fields)
COAL_US,COAL,-1.94,Coal Ultra-Supercritical,Coal
COAL_US,ELECTRICITY_HV,1.0,Coal Ultra-Supercritical,Electricity (high voltage)
COAL_US_CC,CO2_C,0.784,Coal Ultra-Supercritical with Carbon Capture,Captured CO2
COAL_US_CC,CO2_E,0.161,Coal Ultra-Supercritical with Carbon Capture,CO2 emission (from nonconcentrated spot sources)
COAL_US_CC,COAL,-1.985,Coal Ultra-Supercritical with Carbon Capture,Coal
COAL_US_CC,ELECTRICITY_HV,1.0,Coal Ultra-Supercritical with Carbon Capture,Electricity (high voltage)
COMMUTER_RAIL_DIESEL,CO2_E,0.102,Diesel-Powered Commuter Train,CO2 emission (from nonconcentrated spot sources)
COMMUTER_RAIL_DIESEL,DIESEL,-0.27,Diesel-Powered Commuter Train,Diesel
COMMUTER_RAIL_DIESEL,MOB_PUBLIC_MD,1.0,Diesel-Powered Commuter Train,Public mobility
COMMUTER_RAIL_ELEC,ELECTRICITY_HV,-0.092,Electric-Powered Commuter Train,Electricity (high voltage)
COMMUTER_RAIL_ELEC,MOB_PUBLIC_MD,1.0,Electric-Powered Commuter Train,Public mobility
CROPS_TO_ETHANOL,BIO_ETHANOL,1.0,Conversion of Crops to Ethanol,Bio-ethanol
CROPS_TO_ETHANOL,CO2_A,0.154,Conversion of Crops to Ethanol,CO2 emission (from carbon-intensive fields)
CROPS_TO_ETHANOL,WET_BIOMASS,-1.786,Conversion of Crops to Ethanol,Wet biomass
CROPS_TO_JETFUELS,BIO_JETFUEL,1.0,Conversion of Crops to Jet Fuels,Bio-jetfuel
CROPS_TO_JETFUELS,CO2_A,1.023,Conversion of Crops to Jet Fuels,CO2 emission (from carbon-intensive fields)
CROPS_TO_JETFUELS,WET_BIOMASS,-3.413,Conversion of Crops to Jet Fuels,Wet biomass
CUMENE_PROCESS,ACETIC_ACID,0.01,Cumene Production Process,Acetic acid
CUMENE_PROCESS,ACETONE,1.0,Cumene Production Process,Acetone
CUMENE_PROCESS,BENZENE,-3.0,Cumene Production Process,Benzene
CUMENE_PROCESS,CO2_A,0.853,Cumene Production Process,CO2 emission (from carbon-intensive fields)
CUMENE_PROCESS,PHENOL,0.92,Cumene Production Process,Phenol
CUMENE_PROCESS,PROPYLENE,-0.95,Cumene Production Process,Propylene
DAC_HT,CO2_C,1.0,Direct Air Capture at High Temperature,Captured CO2
DAC_HT,CO2_E,-1.0,Direct Air Capture at High Temperature,CO2 emission (from nonconcentrated spot sources)
DAC_HT,ELECTRICITY_MV,-1.535,Direct Air Capture at High Temperature,Electricity (medium voltage)
DAC_LT,CO2_C,1.0,Direct Air Capture at Low Temperature,Captured CO2
DAC_LT,CO2_E,-1.0,Direct Air Capture at Low Temperature,CO2 emission (from nonconcentrated spot sources)
DAC_LT,ELECTRICITY_MV,-0.25,Direct Air Capture at Low Temperature,Electricity (medium voltage)
DAC_LT,HEAT_HIGH_T,-1.75,Direct Air Capture at Low Temperature,Heat (high temperature)
DEC_ADVCOGEN_H2,ELECTRICITY_MV,2.64,Decentralized Cogeneration with Hydrogen,Electricity (medium voltage)
DEC_ADVCOGEN_H2,H2_MP,-4.55,Decentralized Cogeneration with Hydrogen,Hydrogen (medium pressure)
DEC_ADVCOGEN_H2,HEAT_LOW_T_DECEN,1.0,Decentralized Cogeneration with Hydrogen,"Heat (low temperature, decentralized)"
DEC_BOILER_BIOGAS,CO2_E,0.202,Decentralized Boiler with BioGas Combustion,CO2 emission (from nonconcentrated spot sources)
DEC_BOILER_BIOGAS,HEAT_LOW_T_DECEN,1.0,Decentralized Boiler with BioGas Combustion,"Heat (low temperature, decentralized)"
DEC_BOILER_BIOGAS,SNG_LP,-1.11,Decentralized Boiler with BioGas Combustion,Synthetic natural gas (low pressure)
DEC_BOILER_BIOOIL,BIO_LFO,-1.18,Decentralized Boiler with BioOil Combustion,Bio-light fuel oil
DEC_BOILER_BIOOIL,CO2_E,0.274,Decentralized Boiler with BioOil Combustion,CO2 emission (from nonconcentrated spot sources)
DEC_BOILER_BIOOIL,HEAT_LOW_T_DECEN,1.0,Decentralized Boiler with BioOil Combustion,"Heat (low temperature, decentralized)"
DEC_BOILER_GAS,CO2_E,0.202,Decentralized Boiler with Gas Combustion,CO2 emission (from nonconcentrated spot sources)
DEC_BOILER_GAS,HEAT_LOW_T_DECEN,1.0,Decentralized Boiler with Gas Combustion,"Heat (low temperature, decentralized)"
DEC_BOILER_GAS,NG_LP,-1.11,Decentralized Boiler with Gas Combustion,Natural gas (low pressure)
DEC_BOILER_OIL,CO2_E,0.274,Decentralized Boiler with Oil Combustion,CO2 emission (from nonconcentrated spot sources)
DEC_BOILER_OIL,HEAT_LOW_T_DECEN,1.0,Decentralized Boiler with Oil Combustion,"Heat (low temperature, decentralized)"
DEC_BOILER_OIL,LFO,-1.18,Decentralized Boiler with Oil Combustion,Light fuel oil
DEC_BOILER_WOOD,CO2_E,0.457,Decentralized Boiler with Wood Combustion,CO2 emission (from nonconcentrated spot sources)
DEC_BOILER_WOOD,HEAT_LOW_T_DECEN,1.0,Decentralized Boiler with Wood Combustion,"Heat (low temperature, decentralized)"
DEC_BOILER_WOOD,WOOD,-1.18,Decentralized Boiler with Wood Combustion,Woody biomass
DEC_COGEN_BIOGAS,CO2_E,0.43,Decentralized Cogeneration with BioGas Combustion,CO2 emission (from nonconcentrated spot sources)
DEC_COGEN_BIOGAS,ELECTRICITY_LV,0.96,Decentralized Cogeneration with BioGas Combustion,Electricity (low voltage)
DEC_COGEN_BIOGAS,HEAT_LOW_T_DECEN,1.0,Decentralized Cogeneration with BioGas Combustion,"Heat (low temperature, decentralized)"
DEC_COGEN_BIOGAS,SNG_LP,-2.17,Decentralized Cogeneration with BioGas Combustion,Synthetic natural gas (low pressure)
DEC_COGEN_BIOOIL,BIO_LFO,-2.33,Decentralized Cogeneration with BioOil Combustion,Bio-light fuel oil
DEC_COGEN_BIOOIL,CO2_E,0.625,Decentralized Cogeneration with BioOil Combustion,CO2 emission (from nonconcentrated spot sources)
