Name,Flow,Amount
20% BioDiesel-Powered Long Distance Semi-trailer truck,Diesel,-0.261
20% BioDiesel-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Compressed Natural Gas-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.072
Compressed Natural Gas-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Compressed Natural Gas-Powered Long Distance Semi-trailer truck,Natural gas (high pressure),-0.422
Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.072
Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Compressed Synthetic Natural Gas-Powered Long Distance Semi-trailer truck,Synthetic natural gas (high pressure),-0.422
Diesel-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.115
Diesel-Powered Long Distance Semi-trailer truck,Diesel,-0.434
Diesel-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Electric-Powered Long Distance Semi-trailer truck,Electricity (medium voltage),-0.473
Electric-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Hydrogen Fuel Cell-Powered Long Distance Semi-trailer truck,Hydrogen (high pressure),-0.306
Hydrogen Fuel Cell-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Diesel Hybrid Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.081
Diesel Hybrid Long Distance Semi-trailer truck,Diesel,-0.308
Diesel Hybrid Long Distance Semi-trailer truck,Freight mobility,1.0
Propane-Powered Long Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.095
Propane-Powered Long Distance Semi-trailer truck,Freight mobility,1.0
Propane-Powered Long Distance Semi-trailer truck,Propane,-0.425
100% BioDiesel-Powered Short Distance Semi-trailer truck,Bio-diesel,-0.342
100% BioDiesel-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.09
100% BioDiesel-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
20% BioDiesel-Powered Short Distance Semi-trailer truck,Bio-diesel,-0.068
20% BioDiesel-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.09
20% BioDiesel-Powered Short Distance Semi-trailer truck,Diesel,-0.273
20% BioDiesel-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Compressed Natural Gas-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.074
Compressed Natural Gas-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Compressed Natural Gas-Powered Short Distance Semi-trailer truck,Natural gas (high pressure),-0.429
Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.074
Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Compressed Synthetic Natural Gas-Powered Short Distance Semi-trailer truck,Synthetic natural gas (high pressure),-0.429
Diesel-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.12
Diesel-Powered Short Distance Semi-trailer truck,Diesel,-0.453
Diesel-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Electric-Powered Short Distance Semi-trailer truck,Electricity (medium voltage),-0.232
Electric-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Hydrogen Fuel Cell-Powered Short Distance Semi-trailer truck,Hydrogen (high pressure),-0.305
Hydrogen Fuel Cell-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Diesel Hybrid Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.083
Diesel Hybrid Short Distance Semi-trailer truck,Diesel,-0.314
Diesel Hybrid Short Distance Semi-trailer truck,Freight mobility,1.0
Propane-Powered Short Distance Semi-trailer truck,CO2 emission (from nonconcentrated spot sources),0.095
Propane-Powered Short Distance Semi-trailer truck,Freight mobility,1.0
Propane-Powered Short Distance Semi-trailer truck,Propane,-0.423
Implementation of SMART Process from ethylbenzene to styrene,CO2 emission (from carbon-intensive fields),0.296
Implementation of SMART Process from ethylbenzene to styrene,Ethylbenzene,-2.0
Implementation of SMART Process from ethylbenzene to styrene,Styrene,1.0
Steam Methane Reforming,CO2 emission (from carbon-intensive fields),0.262
Steam Methane Reforming,Hydrogen (high pressure),1.0
Steam Methane Reforming,Heat (high temperature),-0.6
Steam Methane Reforming,Natural gas (high pressure),-0.983
Steam Methane Reforming with Carbon Capture,Captured CO2,0.236
Steam Methane Reforming with Carbon Capture,CO2 emission (from nonconcentrated spot sources),0.026
Steam Methane Reforming with Carbon Capture,Hydrogen (high pressure),1.0
Steam Methane Reforming with Carbon Capture,Heat (high temperature),-1.183
Steam Methane Reforming with Carbon Capture,Natural gas (high pressure),-0.983
Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,Electricity (medium voltage),-0.005
Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,Synthetic natural gas (extra high pressure),1.0
Synthetic Natural Gas Compression from High Pressure to Extra High Pressure,Synthetic natural gas (high pressure),-1.0
Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,Electricity (medium voltage),-0.02
Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,Synthetic natural gas (low pressure),-1.0
Synthetic Natural Gas Compression from Low Pressure to Medium Pressure,Synthetic natural gas (medium pressure),1.0
Synthetic Natural Gas Compression from Medium Pressure to High Pressure,Electricity (medium voltage),-0.004
Synthetic Natural Gas Compression from Medium Pressure to High Pressure,Synthetic natural gas (high pressure),1.0
Synthetic Natural Gas Compression from Medium Pressure to High Pressure,Synthetic natural gas (medium pressure),-1.0
Synthetic natural gas,Synthetic natural gas (extra high pressure),1.0
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,"Heat (low temperature, decentralized)",-0.001
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,Synthetic natural gas (extra high pressure),-1.0
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure,Synthetic natural gas (high pressure),1.0
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Electricity (medium voltage),0.005
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),"Heat (low temperature, decentralized)",-0.005
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Synthetic natural gas (extra high pressure),-1.0
Synthetic Natural Gas Expansion from Extra High Pressure to High Pressure (co-generation unit),Synthetic natural gas (high pressure),1.0
Synthetic Natural Gas Expansion from High Pressure to Medium Pressure,Synthetic natural gas (high pressure),-1.0
Synthetic Natural Gas Expansion from High Pressure to Medium Pressure,Synthetic natural gas (medium pressure),1.0
Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Electricity (medium voltage),0.004
Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),"Heat (low temperature, decentralized)",-0.004
Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Synthetic natural gas (high pressure),-1.0
Synthetic Natural Gas Expansion from High Pressure to Medium Pressure (co-generation unit),Synthetic natural gas (medium pressure),1.0
Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure,Synthetic natural gas (low pressure),1.0
Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure,Synthetic natural gas (medium pressure),-1.0
Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Electricity (medium voltage),0.02
Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),"Heat (low temperature, decentralized)",-0.02
Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Synthetic natural gas (low pressure),1.0
Synthetic Natural Gas Expansion from Medium Pressure to Low Pressure (co-generation unit),Synthetic natural gas (medium pressure),-1.0
Plasma Synthetic Natural Gas Pyrolysis,Hydrogen (medium pressure),1.0
Plasma Synthetic Natural Gas Pyrolysis,Heat (high temperature),-0.356
Plasma Synthetic Natural Gas Pyrolysis,"Heat (low temperature, district heating network)",0.244
Plasma Synthetic Natural Gas Pyrolysis,Synthetic natural gas (medium pressure),-1.867
Thermal Synthetic Natural Gas Pyrolysis,Hydrogen (medium pressure),1.0
Thermal Synthetic Natural Gas Pyrolysis,Heat (high temperature),-0.537
Thermal Synthetic Natural Gas Pyrolysis,"Heat (low temperature, district heating network)",0.39
Thermal Synthetic Natural Gas Pyrolysis,Synthetic natural gas (medium pressure),-1.902
Synthetic Natural Gas Reforming,CO2 emission (from carbon-intensive fields),0.27
Synthetic Natural Gas Reforming,Hydrogen (medium pressure),1.0
Synthetic Natural Gas Reforming,Synthetic natural gas (medium pressure),-1.365
Synthetic Natural Gas to Storage,Synthetic natural gas (extra high pressure),-1.0
Synthetic Natural Gas to Storage,Stored synthetic natural gas,1.0
Solid Oxide Electrolysis Cell Electrolysis,Electricity (high voltage),-1.25
Solid Oxide Electrolysis Cell Electrolysis,Hydrogen (medium pressure),1.0
Solid Oxide Fuel Cell,Electricity (low voltage),2.491
Solid Oxide Fuel Cell,Hydrogen (high pressure),-3.774
Solid Oxide Fuel Cell,"Heat (low temperature, decentralized)",1.0
Steel Production,Electricity (extra high voltage),-0.716
Steel Production,Heat (high temperature),-0.725
Steel Production,Steel,1.0
Steel Production (heat pump),Electricity (medium voltage),-0.609
Steel Production (heat pump),Heat (high temperature),-0.66
Steel Production (heat pump),Steel,1.0
Steel Production with Heat Recovery,Electricity (high voltage),-0.716
Steel Production with Heat Recovery,Heat (high temperature),-0.66
Steel Production with Heat Recovery,Steel,1.0
CO2 Storage (output),Captured CO2,1.0
CO2 Storage (output),Captured & stored CO2,-1.0
Storage to Diesel,Diesel,1.0
Storage to Diesel,Stored diesel,-1.0
Storage Electricity,Electricity (low voltage),1.0
Storage Electricity,Stored electricity,-1.0
Storage to Gasoline,Gasoline,1.0
Storage to Gasoline,Stored gasoline,-1.0
Storage to Hydrogen,Hydrogen (extra high pressure),1.0
Storage to Hydrogen,Stored hydrogen,-1.0
Storage to Natural Gas,Natural gas (extra high pressure),1.0
Storage to Natural Gas,Stored natural gas,-1.0
Styrene,Styrene,1.0
Styrene Polymerization Process,CO2 emission (from carbon-intensive fields),0.003
Styrene Polymerization Process,Polystyrene,1.0
Styrene Polymerization Process,Styrene,-1.05
100% BioDiesel-Powered Sport Utility Vehicle,Bio-diesel,-0.703
100% BioDiesel-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.172
100% BioDiesel-Powered Sport Utility Vehicle,Private mobility,1.0
20% BioDiesel-Powered Sport Utility Vehicle,Bio-diesel,-0.141
20% BioDiesel-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.171
20% BioDiesel-Powered Sport Utility Vehicle,Diesel,-0.563
20% BioDiesel-Powered Sport Utility Vehicle,Private mobility,1.0
10% BioEthanol-Powered Sport Utility Vehicle,Bio-ethanol,-0.084
10% BioEthanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.197
10% BioEthanol-Powered Sport Utility Vehicle,Gasoline,-0.76
10% BioEthanol-Powered Sport Utility Vehicle,Private mobility,1.0
85% BioEthanol-Powered Sport Utility Vehicle,Bio-ethanol,-0.718
85% BioEthanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.183
85% BioEthanol-Powered Sport Utility Vehicle,Gasoline,-0.127
85% BioEthanol-Powered Sport Utility Vehicle,Private mobility,1.0
Compressed Natural Gas-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.15
Compressed Natural Gas-Powered Sport Utility Vehicle,Private mobility,1.0
Compressed Natural Gas-Powered Sport Utility Vehicle,Natural gas (high pressure),-0.888
Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.15
Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Private mobility,1.0
Compressed Synthetic Natural Gas-Powered Sport Utility Vehicle,Synthetic natural gas (high pressure),-0.888
Diesel-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.143
Diesel-Powered Sport Utility Vehicle,Diesel,-0.537
Diesel-Powered Sport Utility Vehicle,Private mobility,1.0
10% Ethanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.197
10% Ethanol-Powered Sport Utility Vehicle,Ethanol,-0.084
10% Ethanol-Powered Sport Utility Vehicle,Gasoline,-0.76
10% Ethanol-Powered Sport Utility Vehicle,Private mobility,1.0
85% Ethanol-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.183
85% Ethanol-Powered Sport Utility Vehicle,Ethanol,-0.718
85% Ethanol-Powered Sport Utility Vehicle,Gasoline,-0.127
85% Ethanol-Powered Sport Utility Vehicle,Private mobility,1.0
Electric-Powered Sport Utility Vehicle,Electricity (medium voltage),-0.313
Electric-Powered Sport Utility Vehicle,Private mobility,1.0
Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Hydrogen (high pressure),-0.41
Hydrogen Fuel Cell-Powered Sport Utility Vehicle,Private mobility,1.0
Gasoline-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.153
Gasoline-Powered Sport Utility Vehicle,Gasoline,-0.565
Gasoline-Powered Sport Utility Vehicle,Private mobility,1.0
Gasoline Hybrid Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.135
Gasoline Hybrid Sport Utility Vehicle,Gasoline,-0.57
Gasoline Hybrid Sport Utility Vehicle,Private mobility,1.0
Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.084
Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Electricity (medium voltage),-0.181
Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Gasoline,-0.355
Plug-in Hybrid Gasoline-Powered Sport Utility Vehicle,Private mobility,1.0
Propane-Powered Sport Utility Vehicle,CO2 emission (from nonconcentrated spot sources),0.177
Propane-Powered Sport Utility Vehicle,Private mobility,1.0
Propane-Powered Sport Utility Vehicle,Propane,-0.845
Tidal power,Electricity (medium voltage),1.0
Tidal power,Tidal resource,-1.0
Toluene,Toluene,1.0
Extra High to High Voltage Transformer,Electricity (extra high voltage),-1.018
Extra High to High Voltage Transformer,Electricity (high voltage),1.0
High to Extra High Voltage Transformer,Electricity (extra high voltage),1.0
High to Extra High Voltage Transformer,Electricity (high voltage),-1.018
High to Medium Voltage Transformer,Electricity (high voltage),-1.027
High to Medium Voltage Transformer,Electricity (medium voltage),1.0
Low to Medium Voltage Transformer,Electricity (low voltage),-1.045
Low to Medium Voltage Transformer,Electricity (medium voltage),1.0
Medium to High Voltage Transformer,Electricity (high voltage),1.0
Medium to High Voltage Transformer,Electricity (medium voltage),-1.027
Medium to Low Voltage Transformer,Electricity (low voltage),1.0
Medium to Low Voltage Transformer,Electricity (medium voltage),-1.045
BioDiesel-Powered Train,Bio-diesel,-1.025
BioDiesel-Powered Train,CO2 emission (from nonconcentrated spot sources),0.102
BioDiesel-Powered Train,Public mobility,1.0
Diesel-Powered Train,CO2 emission (from nonconcentrated spot sources),0.102
Diesel-Powered Train,Diesel,-1.025
Diesel-Powered Train,Public mobility,1.0
Electric-Powered Train,Electricity (extra high voltage),-0.092
Electric-Powered Train,Public mobility,1.0
Biodiesel-Powered Freight Train,Bio-diesel,-0.051
Biodiesel-Powered Freight Train,CO2 emission (from nonconcentrated spot sources),0.001
Biodiesel-Powered Freight Train,Freight mobility,1.0
Diesel-Powered Freight Train,CO2 emission (from nonconcentrated spot sources),0.001
Diesel-Powered Freight Train,Diesel,-0.051
Diesel-Powered Freight Train,Freight mobility,1.0
"Electric-Powered Freight Train (co-generation unit, components for electricity)",Electricity (extra high voltage),-0.068
"Electric-Powered Freight Train (co-generation unit, components for electricity)",Freight mobility,1.0
Hydrogen-Powered Freight Train,Hydrogen (extra high pressure),-0.022
Hydrogen-Powered Freight Train,Hydrogen (high pressure),-0.333
Hydrogen-Powered Freight Train,Freight mobility,1.0
Hybrid Battery-Fuel Cell-Powered Freight Train,Hydrogen (extra high pressure),-0.02
Hybrid Battery-Fuel Cell-Powered Freight Train,Freight mobility,1.0
Natural Gas-Powered Freight Train,CO2 emission (from nonconcentrated spot sources),0.057
Natural Gas-Powered Freight Train,Freight mobility,1.0
Natural Gas-Powered Freight Train,Natural gas (high pressure),-0.251
Natural Synthetic Gas-Powered Freight Train,CO2 emission (from nonconcentrated spot sources),0.057
Natural Synthetic Gas-Powered Freight Train,Freight mobility,1.0
Natural Synthetic Gas-Powered Freight Train,Synthetic natural gas (high pressure),-0.251
Hydrogen-Powered Train,Hydrogen (extra high pressure),-0.294
Hydrogen-Powered Train,Hydrogen (high pressure),-0.312
Hydrogen-Powered Train,Public mobility,1.0
Natural Gas-Powered Train,CO2 emission (from nonconcentrated spot sources),0.076
Natural Gas-Powered Train,Public mobility,1.0
Natural Gas-Powered Train,Natural gas (high pressure),-0.238
Synthetic Natural Gas-Powered Train,CO2 emission (from nonconcentrated spot sources),0.076
Synthetic Natural Gas-Powered Train,Public mobility,1.0
Synthetic Natural Gas-Powered Train,Synthetic natural gas (high pressure),-0.238
Tramway,Electricity (high voltage),-0.168
Tramway,Public mobility,1.0
100% BioDiesel-Powered Long Distance Truck,Bio-diesel,-0.466
100% BioDiesel-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.123
100% BioDiesel-Powered Long Distance Truck,Freight mobility,1.0
20% BioDiesel-Powered Long Distance Truck,Bio-diesel,-0.093
20% BioDiesel-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.123
20% BioDiesel-Powered Long Distance Truck,Diesel,-0.372
20% BioDiesel-Powered Long Distance Truck,Freight mobility,1.0
Compressed Natural Gas-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.11
Compressed Natural Gas-Powered Long Distance Truck,Freight mobility,1.0
Compressed Natural Gas-Powered Long Distance Truck,Natural gas (high pressure),-0.588
Compressed Synthetic Natural Gas-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.11
Compressed Synthetic Natural Gas-Powered Long Distance Truck,Freight mobility,1.0
Compressed Synthetic Natural Gas-Powered Long Distance Truck,Synthetic natural gas (high pressure),-0.588
Diesel-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.13
Diesel-Powered Long Distance Truck,Diesel,-0.496
Diesel-Powered Long Distance Truck,Freight mobility,1.0
Electric-Powered Long Distance Truck,Electricity (medium voltage),-1.08
Electric-Powered Long Distance Truck,Freight mobility,1.0
Gasoline-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.153
Gasoline-Powered Long Distance Truck,Gasoline,-0.566
Gasoline-Powered Long Distance Truck,Freight mobility,1.0
Diesel Hybrid Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.108
Diesel Hybrid Long Distance Truck,Diesel,-0.41
Diesel Hybrid Long Distance Truck,Freight mobility,1.0
Propane-Powered Long Distance Truck,CO2 emission (from nonconcentrated spot sources),0.136
Propane-Powered Long Distance Truck,Freight mobility,1.0
Propane-Powered Long Distance Truck,Propane,-0.606
100% BioDiesel-Powered Short Distance Truck,Bio-diesel,-0.478
100% BioDiesel-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.126
100% BioDiesel-Powered Short Distance Truck,Freight mobility,1.0
20% BioDiesel-Powered Short Distance Truck,Bio-diesel,-0.096
20% BioDiesel-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.126
20% BioDiesel-Powered Short Distance Truck,Diesel,-0.383
20% BioDiesel-Powered Short Distance Truck,Freight mobility,1.0
Compressed Natural Gas-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.105
Compressed Natural Gas-Powered Short Distance Truck,Freight mobility,1.0
Compressed Natural Gas-Powered Short Distance Truck,Natural gas (high pressure),-0.608
Compressed Synthetic Natural Gas-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.105
Compressed Synthetic Natural Gas-Powered Short Distance Truck,Freight mobility,1.0
Compressed Synthetic Natural Gas-Powered Short Distance Truck,Synthetic natural gas (high pressure),-0.608
Diesel-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.126
Diesel-Powered Short Distance Truck,Diesel,-0.478
Diesel-Powered Short Distance Truck,Freight mobility,1.0
Electric-Powered Short Distance Truck,Electricity (medium voltage),-0.382
Electric-Powered Short Distance Truck,Freight mobility,1.0
Gasoline-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.158
Gasoline-Powered Short Distance Truck,Gasoline,-0.582
Gasoline-Powered Short Distance Truck,Freight mobility,1.0
Diesel Hybrid Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.112
Diesel Hybrid Short Distance Truck,Diesel,-0.424
Diesel Hybrid Short Distance Truck,Freight mobility,1.0
Propane-Powered Short Distance Truck,CO2 emission (from nonconcentrated spot sources),0.139
Propane-Powered Short Distance Truck,Freight mobility,1.0
Propane-Powered Short Distance Truck,Propane,-0.622
Sequestration of CO2 in Unmineable Coal Seams,Captured CO2,-1.0
Sequestration of CO2 in Unmineable Coal Seams,CO2 emission (from nonconcentrated spot sources),0.05
Sequestration of CO2 in Unmineable Coal Seams,Sequestrated CO2,0.95
Sequestration of CO2 in Unmineable Coal Seams,Electricity (medium voltage),-0.0001
Uranium,Uranium,1.0
Wind Energy Offshore,Electricity (medium voltage),1.0
Wind Energy Offshore,Wind resource,-1.0
Wind Energy Onshore,Electricity (medium voltage),1.0
Wind Energy Onshore,Wind resource,-1.0
Conversion of Wood to Methanol,Bio-methanol,1.0
Conversion of Wood to Methanol,CO2 emission (from carbon-intensive fields),0.56
Conversion of Wood to Methanol,Electricity (medium voltage),2.636
Conversion of Wood to Methanol,Hydrogen (medium pressure),-4.546
Conversion of Wood to Methanol,"Heat (low temperature, decentralized)",1.0
Conversion of Wood to Methanol,Woody biomass,-2.083
Xylene,Xylene,1.0
